date,None,D0,D1,D2,D3,D4,precip,temp,pdsi,MH_water_level,S_water_level
2021-04-01,16.07,83.93,42.195,0.0,0.0,0.0,2.08,45.1,-1.71,176.94,183.48
2021-05-01,20.895,79.105,68.24,3.065,0.0,0.0,2.03,54.0,-2.14,176.95,183.51
2021-06-01,11.494,88.506,63.160000000000004,19.214,0.0,0.0,4.93,67.8,0.63,176.93,183.55
2021-07-01,56.379999999999995,43.620000000000005,12.245000000000001,1.9,0.0,0.0,4.14,68.7,1.45,177.0,183.56
2021-08-01,76.914,23.086000000000002,5.228,0.0,0.0,0.0,3.94,71.0,1.6,177.01,183.54
2021-09-01,71.3375,28.6625,5.9125,0.12,0.0,0.0,3.64,61.4,1.47,176.93,183.51
2021-10-01,74.5775,25.4225,3.3649999999999998,0.12,0.0,0.0,3.89,55.2,1.67,176.9,183.48
2021-11-01,63.088,36.912,10.12,0.12,0.0,0.0,1.76,36.3,1.24,176.77,183.38
2021-12-01,68.455,31.545,8.98,0.12,0.0,0.0,2.54,30.1,1.59,176.69,183.31
2022-01-01,72.69,27.310000000000002,7.640000000000001,0.03,0.0,0.0,0.95,15.4,0.89,176.6,183.24
2022-02-01,45.0275,54.9725,9.93,0.0,0.0,0.0,2.02,19.5,1.18,176.54,183.17
2022-03-01,53.056,46.944,9.8,0.0,0.0,0.0,3.38,31.0,2.02,176.53,183.15
2022-04-01,90.64,9.36,0.19,0.0,0.0,0.0,3.52,40.2,2.54,176.66,183.24
2022-05-01,94.36,5.64,0.0,0.0,0.0,0.0,3.25,57.6,-0.16,176.75,183.44
2022-06-01,91.9275,8.0725,0.0,0.0,0.0,0.0,2.64,65.0,-0.66,176.8,183.57
2022-07-01,58.195,41.805,7.279999999999999,0.0,0.0,0.0,2.96,69.2,-0.71,176.81,183.62
2022-08-01,69.11800000000001,30.881999999999998,8.065999999999999,0.0,0.0,0.0,4.09,68.2,-0.34,176.79,183.65
2022-09-01,66.2475,33.7525,5.71,0.0,0.0,0.0,2.46,60.9,-1.06,176.71,183.65
2022-10-01,53.7975,46.2025,7.3075,0.0,0.0,0.0,2.92,48.3,-1.07,176.6,183.6
2022-11-01,60.568,39.432,13.443999999999999,0.0,0.0,0.0,2.45,38.6,-1.5,176.55,183.6
2022-12-01,52.2525,47.7475,26.0175,7.2524999999999995,0.0,0.0,1.98,26.9,-1.56,176.46,183.57
2023-01-01,54.758,45.242000000000004,30.564,9.67,0.0,0.0,2.27,28.2,0.38,176.44,183.52
2023-02-01,59.5825,40.417500000000004,26.59,8.445,0.0,0.0,2.69,26.5,1.21,176.41,183.47
2023-03-01,86.8675,13.1325,6.4075,0.0,0.0,0.0,2.81,31.4,1.65,176.43,183.43
2023-04-01,98.72,1.28,0.0,0.0,0.0,0.0,3.99,44.9,2.15,176.56,183.48
2023-05-01,95.73400000000001,4.266,0.0,0.0,0.0,0.0,1.76,55.0,-0.83,176.69,183.67
2023-06-01,25.405,74.595,35.637499999999996,1.88,0.0,0.0,2.0,64.8,-1.7,176.68,183.68
2023-07-01,15.795000000000002,84.205,35.555,4.755,0.0,0.0,4.9,68.5,0.86,176.7,183.68
2023-08-01,52.408,47.592,11.5,2.2800000000000002,0.0,0.0,3.81,65.7,1.07,176.7,183.67
2023-09-01,69.385,30.615000000000002,4.27,1.3175000000000001,0.0,0.0,1.67,62.1,-1.24,176.64,183.63
2023-10-01,64.74,35.260000000000005,6.322,1.31,0.0,0.0,3.9,50.6,-0.88,176.56,183.55
2023-11-01,71.6575,28.3425,5.58,1.1949999999999998,0.0,0.0,1.73,36.3,-1.51,176.51,183.46
2023-12-01,47.365,52.635,6.0600000000000005,1.2,0.0,0.0,1.9,35.1,-1.77,176.44,183.37
2024-01-01,44.688,55.312,7.252000000000001,1.2,0.0,0.0,2.69,24.5,0.67,176.42,183.32
2024-02-01,33.0075,66.9925,21.2925,2.205,0.0,0.0,0.78,31.9,0.08,176.4,183.26
2024-03-01,20.73,79.27000000000001,25.255,3.4875,0.0,0.0,2.67,36.5,0.24,176.39,183.21
2024-04-01,55.048,44.952,13.48,3.064,0.0,0.0,3.77,46.4,0.63,176.46,183.24
2024-05-01,86.7975,13.2025,4.16,0.475,0.0,0.0,3.54,58.2,0.54,176.58,183.33
2024-06-01,93.77250000000001,6.2275,0.73,0.0,0.0,0.0,5.04,66.1,1.32,176.66,183.44
2024-07-01,94.85,5.15,0.0,0.0,0.0,0.0,3.94,68.9,1.98,176.73,183.52
2024-08-01,83.67750000000001,16.3225,0.06,0.0,0.0,0.0,3.26,67.9,1.94,176.68,183.48
2024-09-01,63.93,36.07,7.9,0.04,0.0,0.0,1.16,63.9,-1.45,176.57,183.45
2024-10-01,5.558,94.44200000000001,51.71,23.848,0.032,0.0,1.58,52.2,-2.28,176.42,183.34
2024-11-01,1.1,98.9,74.755,23.015,0.01,0.0,3.49,41.4,-2.47,176.33,183.3
2024-12-01,13.132,86.86800000000001,57.024,18.991999999999997,0.0,0.0,2.69,27.9,-2.12,176.23,183.25
